img_name,labels,top,left,bottom,right,width,height,num_digits
15772.png,1.0_6.0_6.0_10.0,15,49,76,117,68,61,4
15773.png,2.0_2.0_8.0_6.0,1,34,33,143,109,32,4
15774.png,1.0_9.0,5,40,49,79,39,44,2
15775.png,1.0_3.0_5.0,14,46,41,91,45,27,3
15776.png,6.0_6.0,23,73,62,120,47,39,2
15777.png,3.0_8.0,3,123,103,226,103,100,2
15778.png,8.0,7,22,21,33,11,14,1
15779.png,5.0_8.0,4,32,36,63,31,32,2
1578.png,1.0_4.0_5.0,1,15,18,37,22,17,3
15780.png,3.0_1.0,4,30,33,57,27,29,2
15781.png,1.0_2.0_6.0,1,17,20,41,24,19,3
15782.png,1.0_3.0_7.0,6,42,51,99,57,45,3
15783.png,2.0_2.0,4,26,33,51,25,29,2
15784.png,1.0_6.0,8,38,34,63,25,26,2
15785.png,3.0_2.0_2.0,46,147,93,190,43,47,3
15786.png,1.0_5.0_2.0,11,44,49,82,38,38,3
15787.png,5.0_8.0,22,87,88,138,51,66,2
15788.png,1.0_6.0_1.0_10.0,1,15,13,46,31,12,4
15789.png,1.0_10.0_2.0,1,12,16,30,18,15,3
1579.png,4.0_7.0,9,33,39,68,35,30,2
15790.png,2.0_1.0,5,24,28,45,21,23,2
15791.png,1.0_10.0,15,40,41,64,24,26,2
15792.png,1.0_10.0_8.0,17,91,81,144,53,64,3
15793.png,2.0_4.0_2.0,2,17,15,35,18,13,3
15794.png,2.0_10.0,16,83,106,200,117,90,2
15795.png,6.0_10.0,11,52,58,100,48,47,2
15796.png,3.0_10.0,23,98,91,187,89,68,2
15797.png,5.0_4.0,23,96,92,174,78,69,2
15798.png,1.0_7.0,5,26,31,55,29,26,2
15799.png,1.0_1.0_2.0,4,23,25,54,31,21,3
158.png,2.0,34,113,115,166,53,81,1
1580.png,3.0_2.0_10.0,10,39,33,69,30,23,3
15800.png,5.0,3,19,19,30,11,16,1
15801.png,4.0_2.0,8,50,66,119,69,58,2
15802.png,2.0_7.0,8,60,82,122,62,74,2
15803.png,1.0_5.0,1,21,30,44,23,29,2
15804.png,5.0,2,33,32,55,22,30,1
15805.png,2.0_7.0_2.0,78,191,148,263,72,70,3
15806.png,2.0_2.0_9.0_10.0,1,17,17,57,40,16,4
15807.png,2.0_3.0,7,28,33,52,24,26,2
15808.png,5.0_7.0,1,19,24,38,19,23,2
15809.png,1.0_2.0_3.0,12,48,47,96,48,35,3
1581.png,1.0_3.0_9.0_1.0,18,58,44,94,36,26,4
15810.png,2.0_10.0_4.0,1,23,27,58,35,26,3
15811.png,2.0_10.0,12,51,49,77,26,37,2
15812.png,5.0_1.0,9,50,74,101,51,65,2
15813.png,1.0_7.0_2.0,12,82,98,160,78,86,3
15814.png,6.0_3.0,4,27,29,52,25,25,2
15815.png,6.0_2.0,5,23,23,46,23,18,2
15816.png,5.0_1.0,5,18,18,28,10,13,2
15817.png,3.0_7.0,3,17,23,42,25,20,2
15818.png,8.0_10.0,23,106,63,143,37,40,2
15819.png,4.0_1.0,2,18,20,38,20,18,2
1582.png,2.0_4.0,7,24,24,39,15,17,2
15820.png,2.0_1.0_7.0,13,59,57,93,34,44,3
15821.png,1.0_2.0,1,39,51,89,50,50,2
15822.png,6.0_10.0,1,22,23,43,21,22,2
15823.png,9.0,3,20,21,32,12,18,1
15824.png,8.0_7.0,23,77,72,109,32,49,2
15825.png,1.0_1.0_1.0,3,21,26,43,22,23,3
15826.png,1.0_1.0_8.0,19,62,41,95,33,22,3
15827.png,2.0_10.0_1.0,2,22,25,49,27,23,3
15828.png,2.0,5,44,44,63,19,39,1
15829.png,9.0_6.0,1,15,19,31,16,18,2
1583.png,2.0_9.0_6.0,1,21,23,52,31,22,3
15830.png,2.0_5.0,8,38,38,69,31,30,2
15831.png,1.0_8.0,3,35,53,67,32,50,2
15832.png,1.0_7.0_5.0,5,27,33,70,43,28,3
15833.png,6.0,10,58,43,73,15,33,1
15834.png,4.0_2.0,5,27,34,56,29,29,2
15835.png,3.0_10.0_3.0,11,53,56,107,54,45,3
15836.png,6.0_7.0,1,18,19,36,18,18,2
15837.png,6.0_3.0,25,89,61,122,33,36,2
15838.png,3.0_9.0,4,22,30,39,17,26,2
15839.png,1.0_1.0,2,20,24,34,14,22,2
1584.png,8.0,15,54,70,82,28,55,1
15840.png,1.0_2.0_6.0,16,95,80,154,59,64,3
15841.png,2.0_7.0,3,27,31,53,26,28,2
15842.png,1.0,3,31,29,38,7,26,1
15843.png,7.0_6.0_8.0_5.0,6,43,55,110,67,49,4
15844.png,2.0,2,17,17,26,9,15,1
15845.png,1.0_5.0,1,13,17,28,15,16,2
15846.png,2.0_6.0_4.0,32,56,62,88,32,30,3
15847.png,1.0_9.0_5.0_4.0,2,16,20,54,38,18,4
15848.png,6.0_10.0,5,38,47,86,48,42,2
15849.png,2.0_10.0,3,29,29,61,32,26,2
1585.png,6.0_7.0,22,78,52,104,26,30,2
15850.png,7.0,9,38,39,51,13,30,1
15851.png,2.0_10.0_10.0,9,74,71,158,84,62,3
15852.png,8.0_9.0_10.0,17,89,76,177,88,59,3
15853.png,1.0_5.0,2,24,24,42,18,22,2
15854.png,4.0_7.0,22,148,106,216,68,84,2
15855.png,5.0_10.0,7,37,35,58,21,28,2
15856.png,4.0_8.0,40,381,409,738,357,369,2
15857.png,2.0_5.0_10.0,6,39,40,90,51,34,3
15858.png,1.0_10.0_3.0,4,20,24,37,17,20,3
15859.png,2.0_2.0,4,48,55,84,36,51,2
1586.png,9.0,3,21,18,28,7,15,1
15860.png,4.0_9.0,3,28,38,69,41,35,2
15861.png,7.0_6.0,9,32,36,53,21,27,2
15862.png,1.0_4.0,1,21,25,37,16,24,2
15863.png,1.0_1.0,6,37,45,62,25,39,2
15864.png,1.0_4.0_6.0_3.0,1,87,88,153,66,87,4
15865.png,4.0_3.0_5.0,1,14,13,33,19,12,3
15866.png,1.0_6.0,11,50,62,81,31,51,2
15867.png,3.0_2.0,4,27,32,64,37,28,2
15868.png,6.0_2.0_8.0,15,75,80,169,94,65,3
15869.png,8.0_2.0,12,44,50,89,45,38,2
1587.png,2.0_2.0_1.0_4.0,1,13,15,43,30,14,4
15870.png,6.0_3.0_10.0,2,16,17,38,22,15,3
15871.png,2.0,4,58,32,75,17,28,1
15872.png,6.0,15,75,101,122,47,86,1
15873.png,2.0_4.0_4.0,6,32,32,62,30,26,3
15874.png,2.0_5.0_7.0_10.0,1,14,15,42,28,14,4
15875.png,2.0_8.0,35,168,56,199,31,21,2
15876.png,5.0_1.0_3.0,2,23,27,50,27,25,3
15877.png,3.0,4,22,30,36,14,26,1
15878.png,2.0_7.0_1.0_5.0,1,13,17,46,33,16,4
15879.png,1.0,10,73,49,90,17,39,1
1588.png,3.0_2.0,10,51,57,102,51,47,2
15880.png,3.0_3.0,1,19,27,38,19,26,2
15881.png,4.0,20,64,56,85,21,36,1
15882.png,2.0_9.0_7.0,4,28,28,58,30,24,3
15883.png,5.0_4.0,9,70,88,138,68,79,2
15884.png,6.0_8.0,7,29,34,56,27,27,2
15885.png,2.0_4.0,3,26,37,57,31,34,2
15886.png,3.0_10.0,3,22,27,42,20,24,2
15887.png,4.0,15,49,33,59,10,18,1
15888.png,3.0_2.0,23,89,79,153,64,56,2
15889.png,2.0,6,53,60,89,36,54,1
1589.png,6.0_9.0,5,33,34,53,20,29,2
15890.png,3.0_7.0,6,53,49,93,40,43,2
15891.png,3.0_5.0,1,20,26,41,21,25,2
15892.png,3.0_4.0_8.0,11,46,27,70,24,16,3
15893.png,1.0_10.0_10.0,3,25,25,47,22,22,3
15894.png,5.0_7.0,11,37,32,55,18,21,2
15895.png,1.0_4.0,4,20,23,36,16,19,2
15896.png,4.0_4.0,8,34,35,57,23,27,2
15897.png,4.0_8.0,11,50,55,92,42,44,2
15898.png,4.0_8.0_10.0,3,47,50,92,45,47,3
15899.png,3.0,3,18,19,28,10,16,1
159.png,9.0_1.0,6,28,40,65,37,34,2
1590.png,1.0,5,35,35,51,16,30,1
15900.png,6.0_10.0_6.0,9,38,35,75,37,26,3
15901.png,7.0_10.0,6,26,30,52,26,24,2
15902.png,9.0_10.0,3,23,22,38,15,19,2
15903.png,9.0_3.0,2,21,24,43,22,22,2
15904.png,6.0,1,16,16,24,8,15,1
15905.png,3.0_8.0,10,34,38,58,24,28,2
15906.png,3.0_6.0,23,73,58,98,25,35,2
15907.png,5.0_4.0,12,50,52,91,41,40,2
15908.png,1.0_7.0_4.0,2,43,62,112,69,60,3
15909.png,1.0_2.0_4.0,6,25,26,54,29,20,3
1591.png,1.0_8.0_2.0,9,35,39,74,39,30,3
15910.png,2.0_2.0,17,42,54,74,32,37,2
15911.png,3.0_1.0,8,43,49,67,24,41,2
15912.png,2.0_7.0,5,37,40,65,28,35,2
15913.png,8.0_10.0,13,47,44,70,23,31,2
15914.png,2.0_10.0,4,29,32,54,25,28,2
15915.png,4.0_5.0,2,42,51,82,40,49,2
15916.png,4.0,3,55,74,98,43,71,1
15917.png,8.0_10.0,9,40,29,62,22,20,2
15918.png,1.0_1.0_9.0,6,27,32,50,23,26,3
15919.png,2.0_4.0,2,22,27,44,22,25,2
1592.png,7.0_2.0,7,33,39,72,39,32,2
15920.png,4.0_10.0_6.0,17,100,96,166,66,79,3
15921.png,6.0_10.0,20,85,53,125,40,33,2
15922.png,6.0_4.0,4,66,87,143,77,83,2
15923.png,3.0_6.0,25,75,87,150,75,62,2
15924.png,1.0_6.0_3.0,5,40,41,89,49,36,3
15925.png,1.0,8,36,40,51,15,32,1
15926.png,3.0_7.0,9,35,31,63,28,22,2
15927.png,9.0_2.0,9,30,27,50,20,18,2
15928.png,6.0_6.0_8.0,44,177,93,235,58,49,3
15929.png,4.0_8.0_6.0_2.0,3,32,39,85,53,36,4
1593.png,2.0_2.0_6.0,39,73,89,157,84,50,3
15930.png,1.0_8.0_2.0_7.0,9,44,74,156,112,65,4
15931.png,1.0_5.0_1.0,19,139,170,308,169,151,3
15932.png,3.0,5,28,29,43,15,24,1
15933.png,2.0_6.0,10,31,32,46,15,22,2
15934.png,1.0_3.0,5,30,31,51,21,26,2
15935.png,1.0_2.0,1,15,21,34,19,20,2
15936.png,4.0_5.0,4,58,84,108,50,80,2
15937.png,2.0_5.0,5,55,66,101,46,61,2
15938.png,2.0_1.0_3.0,3,19,20,38,19,17,3
15939.png,7.0_8.0,8,85,97,162,77,89,2
1594.png,2.0_3.0,5,28,34,52,24,29,2
15940.png,2.0_4.0_3.0,13,66,67,144,78,54,3
15941.png,1.0_8.0,7,40,33,57,17,26,2
15942.png,8.0_4.0,7,39,37,61,22,30,2
15943.png,1.0_10.0_8.0,1,22,25,44,22,24,3
15944.png,5.0_5.0_10.0,6,45,40,91,46,34,3
15945.png,6.0,8,33,23,42,9,15,1
15946.png,2.0_5.0_7.0,7,33,30,71,38,23,3
15947.png,2.0_9.0_5.0,7,34,37,66,32,30,3
15948.png,9.0,3,24,27,38,14,24,1
15949.png,3.0_4.0,20,226,103,308,82,83,2
1595.png,2.0_10.0,1,25,36,54,29,35,2
15950.png,2.0_4.0_5.0,13,65,78,107,42,65,3
15951.png,5.0_6.0,12,51,65,116,65,53,2
15952.png,1.0_10.0_9.0,8,38,41,77,39,33,3
15953.png,1.0_2.0_8.0,7,44,41,73,29,34,3
15954.png,1.0_7.0_4.0,1,10,18,50,40,17,3
15955.png,6.0_6.0,8,46,55,93,47,47,2
15956.png,5.0_4.0,4,43,47,87,44,43,2
15957.png,2.0_7.0_10.0,19,80,76,175,95,57,3
15958.png,1.0_3.0_5.0_6.0_3.0,16,28,60,94,66,44,5
15959.png,9.0,1,37,48,68,31,47,1
1596.png,1.0_2.0_2.0,13,57,53,104,47,40,3
15960.png,1.0_10.0_8.0,14,64,62,134,70,48,3
15961.png,8.0_1.0,2,13,18,24,11,16,2
15962.png,9.0_7.0,31,143,70,182,39,39,2
15963.png,1.0_1.0,4,23,26,35,12,22,2
15964.png,2.0_4.0,2,19,20,42,23,18,2
15965.png,2.0,4,41,51,75,34,47,1
15966.png,2.0_2.0_5.0,9,42,46,101,59,37,3
15967.png,1.0_9.0,8,71,78,115,44,70,2
15968.png,7.0_3.0,1,38,47,69,31,46,2
15969.png,1.0_6.0,9,28,24,42,14,15,2
1597.png,1.0_4.0_3.0,14,50,39,80,30,25,3
15970.png,1.0_5.0,9,61,57,102,41,48,2
15971.png,4.0_3.0,9,52,65,119,67,56,2
15972.png,1.0_7.0_8.0_8.0,21,82,80,128,46,59,4
15973.png,1.0_2.0_7.0_8.0,3,22,21,61,39,18,4
15974.png,1.0_10.0,5,31,36,59,28,31,2
15975.png,5.0_1.0,2,27,36,51,24,34,2
15976.png,9.0_8.0,15,93,63,130,37,48,2
15977.png,8.0,8,62,71,94,32,63,1
15978.png,4.0_8.0,9,54,61,101,47,52,2
15979.png,2.0_9.0,1,18,22,48,30,21,2
1598.png,8.0,5,49,61,76,27,56,1
15980.png,4.0_2.0,3,22,27,45,23,24,2
15981.png,4.0_7.0,11,44,42,73,29,31,2
15982.png,1.0_7.0,9,40,36,72,32,27,2
15983.png,1.0_1.0,3,35,38,60,25,35,2
15984.png,9.0_5.0_6.0,20,31,73,104,73,53,3
15985.png,2.0_7.0,3,15,15,24,9,12,2
15986.png,1.0_1.0,1,21,24,32,11,23,2
15987.png,6.0_8.0,2,19,19,33,14,17,2
15988.png,4.0_8.0,10,40,49,67,27,39,2
15989.png,2.0_7.0_7.0,4,29,33,60,31,29,3
1599.png,7.0_7.0,1,20,25,54,34,24,2
15990.png,2.0_2.0_3.0,3,38,36,84,46,33,3
15991.png,1.0_6.0,5,26,30,41,15,25,2
15992.png,2.0,39,132,99,161,29,60,1
15993.png,1.0_4.0,1,19,22,44,25,21,2
15994.png,5.0_4.0,14,61,55,103,42,41,2
15995.png,5.0_5.0,6,39,49,92,53,43,2
15996.png,4.0_7.0,4,23,27,45,22,23,2
15997.png,3.0,3,23,23,35,12,20,1
15998.png,2.0_1.0,11,40,53,80,40,42,2
15999.png,4.0_9.0,1,24,34,43,19,33,2
16.png,2.0_3.0,1,20,22,33,13,21,2
160.png,2.0_10.0_8.0,9,49,38,83,34,29,3
1600.png,5.0_1.0,4,39,41,63,24,37,2
16000.png,1.0_6.0,2,41,57,78,37,55,2
16001.png,1.0_5.0,33,219,268,370,151,235,2
16002.png,2.0_7.0,2,27,31,48,21,29,2
16003.png,2.0,1,13,13,19,6,12,1
16004.png,1.0_1.0_4.0_10.0,9,52,53,110,58,44,4
16005.png,8.0_10.0,6,48,55,98,50,49,2
16006.png,4.0_8.0,1,25,32,58,33,31,2
16007.png,1.0,3,24,24,31,7,21,1
16008.png,1.0,9,53,45,68,15,36,1
16009.png,4.0,7,42,58,81,39,51,1
1601.png,1.0_6.0,13,63,78,112,49,65,2
16010.png,2.0_2.0_6.0_3.0,3,30,29,80,50,26,4
16011.png,3.0,1,24,28,37,13,27,1
16012.png,3.0_3.0_4.0,16,62,51,110,48,35,3
16013.png,2.0_1.0,2,16,23,36,20,21,2
16014.png,2.0_4.0_8.0,4,32,35,84,52,31,3
16015.png,3.0_4.0,1,65,73,146,81,72,2
16016.png,2.0_1.0_1.0_5.0,13,52,48,86,34,35,4
16017.png,9.0,76,129,112,145,16,36,1
16018.png,6.0_9.0,10,44,47,79,35,37,2
16019.png,2.0_7.0_3.0_5.0,8,42,56,92,50,48,4
1602.png,3.0,5,27,37,45,18,32,1
16020.png,2.0_7.0,31,85,88,121,36,57,2
16021.png,5.0_8.0,5,20,20,34,14,15,2
16022.png,2.0,2,26,30,47,21,28,1
16023.png,1.0_7.0_6.0,14,49,47,87,38,33,3
16024.png,5.0,31,63,80,106,43,49,1
16025.png,2.0_3.0_10.0,1,55,69,146,91,68,3
16026.png,6.0_9.0,8,55,72,117,62,64,2
16027.png,4.0_6.0,1,15,17,39,24,16,2
16028.png,8.0,3,25,34,45,20,31,1
16029.png,2.0_4.0_7.0_4.0,2,21,28,75,54,26,4
1603.png,2.0_4.0_1.0,3,36,47,90,54,44,3
16030.png,9.0_4.0,9,37,32,59,22,23,2
16031.png,1.0_4.0_10.0,18,70,73,123,53,55,3
16032.png,8.0,19,74,58,96,22,39,1
16033.png,7.0_2.0,13,71,58,112,41,45,2
16034.png,6.0,1,23,22,32,9,21,1
16035.png,1.0_4.0_8.0,1,28,41,59,31,40,3
16036.png,6.0_3.0,2,23,22,46,23,20,2
16037.png,4.0_3.0,5,48,61,115,67,56,2
16038.png,1.0_10.0_10.0,3,31,40,72,41,37,3
16039.png,3.0_6.0,3,23,24,43,20,21,2
1604.png,2.0_7.0,9,21,51,68,47,42,2
16040.png,6.0_6.0,6,33,44,66,33,38,2
16041.png,1.0_3.0_4.0,7,40,45,85,45,38,3
16042.png,6.0,5,25,27,37,12,22,1
16043.png,3.0_6.0_6.0,4,83,59,146,63,55,3
16044.png,5.0_6.0,9,32,35,55,23,26,2
16045.png,7.0_5.0,1,19,27,56,37,26,2
16046.png,9.0_1.0,1,22,26,42,20,25,2
16047.png,7.0_2.0_1.0,14,54,49,102,48,35,3
16048.png,2.0_6.0,1,26,31,49,23,30,2
16049.png,8.0_8.0_7.0,11,27,26,42,15,15,3
1605.png,2.0_2.0,8,29,33,55,26,25,2
16050.png,1.0_4.0,3,22,19,37,15,16,2
16051.png,1.0_1.0,8,34,39,52,18,31,2
16052.png,1.0_2.0_5.0,10,52,54,92,40,44,3
16053.png,4.0_4.0_1.0,52,143,94,184,41,42,3
16054.png,1.0_7.0_6.0_9.0,18,63,49,109,46,31,4
16055.png,2.0_6.0_5.0,17,35,83,148,113,66,3
16056.png,3.0,7,44,55,77,33,48,1
16057.png,2.0_8.0_5.0,18,89,51,135,46,33,3
16058.png,1.0_10.0,6,34,33,59,25,27,2
16059.png,1.0_9.0,9,32,31,43,11,22,2
1606.png,1.0_8.0,8,49,60,92,43,52,2
16060.png,1.0_1.0,10,37,35,48,11,25,2
16061.png,3.0_2.0,7,33,47,62,29,40,2
16062.png,3.0_3.0,1,21,25,44,23,24,2
16063.png,1.0_2.0_2.0,1,26,35,56,30,34,3
16064.png,7.0_3.0,5,26,36,62,36,31,2
16065.png,3.0_5.0_3.0,1,26,32,64,38,31,3
16066.png,8.0_7.0,17,49,35,65,16,18,2
16067.png,4.0_3.0,5,31,34,53,22,29,2
16068.png,4.0_3.0,4,33,37,61,28,33,2
16069.png,1.0_2.0,2,16,18,30,14,16,2
1607.png,2.0_8.0_4.0,7,28,34,60,32,27,3
16070.png,4.0_8.0_10.0,5,47,67,87,40,62,3
16071.png,7.0_6.0,6,28,32,48,20,26,2
16072.png,3.0_3.0,4,30,35,62,32,31,2
16073.png,1.0_8.0,4,50,68,103,53,64,2
16074.png,4.0_7.0,4,27,37,45,18,33,2
16075.png,5.0_6.0,8,67,68,121,54,60,2
16076.png,1.0_9.0_3.0,20,65,45,97,32,25,3
16077.png,2.0_3.0,6,36,46,66,30,40,2
16078.png,3.0_8.0,4,27,23,44,17,19,2
16079.png,2.0_10.0_7.0,3,18,26,53,35,23,3
1608.png,4.0_10.0,6,37,42,75,38,36,2
16080.png,6.0_3.0,11,67,38,91,24,27,2
16081.png,1.0_10.0_6.0,7,42,79,152,110,72,3
16082.png,1.0_5.0,6,53,63,100,47,57,2
16083.png,2.0_6.0,7,53,63,120,67,56,2
16084.png,5.0_2.0,4,23,24,38,15,20,2
16085.png,5.0,4,30,27,40,10,23,1
16086.png,3.0_9.0_8.0,17,58,50,92,34,33,3
16087.png,5.0_3.0,4,23,26,49,26,22,2
16088.png,6.0_10.0,1,23,29,49,26,28,2
16089.png,1.0_4.0_9.0_10.0,5,15,18,48,33,13,4
1609.png,2.0_5.0_5.0_9.0,1,17,19,52,35,18,4
16090.png,8.0_10.0,11,39,40,73,34,29,2
16091.png,3.0_5.0,13,51,55,95,44,42,2
16092.png,1.0_8.0,1,52,66,114,62,65,2
16093.png,1.0_10.0_5.0,16,70,42,102,32,26,3
16094.png,3.0_10.0,7,27,33,48,21,26,2
16095.png,3.0_9.0,20,64,54,95,31,34,2
16096.png,1.0_2.0_4.0,12,61,55,96,35,43,3
16097.png,4.0_7.0,14,38,39,57,19,25,2
16098.png,1.0_8.0,4,31,39,49,18,35,2
16099.png,5.0_5.0,1,18,23,44,26,22,2
161.png,8.0_5.0,25,91,89,151,60,64,2
1610.png,7.0_4.0,1,25,13,39,14,12,2
16100.png,1.0_10.0,19,51,50,78,27,31,2
16101.png,2.0_5.0,23,61,98,130,69,75,2
16102.png,2.0_4.0,7,45,54,114,69,47,2
16103.png,6.0_3.0,4,23,26,45,22,22,2
16104.png,2.0_2.0,118,185,173,228,43,55,2
16105.png,5.0_9.0,1,30,49,70,40,48,2
16106.png,2.0_2.0,2,20,27,47,27,25,2
16107.png,7.0_3.0,9,49,40,81,32,31,2
16108.png,1.0_6.0_2.0,26,91,66,131,40,40,3
16109.png,2.0_8.0,2,23,23,37,14,21,2
1611.png,2.0_7.0_5.0,56,151,86,179,28,30,3
16110.png,1.0_8.0,7,35,40,57,22,33,2
16111.png,1.0_4.0,21,122,151,254,132,130,2
16112.png,1.0_6.0_1.0,5,31,26,53,22,21,3
16113.png,3.0,5,26,29,45,19,24,1
16114.png,4.0_1.0,13,92,118,213,121,105,2
16115.png,3.0_1.0,5,34,43,63,29,38,2
16116.png,8.0_10.0_9.0,19,3,67,74,71,48,3
16117.png,1.0_3.0,4,20,19,50,30,15,2
16118.png,1.0_6.0,12,42,44,64,22,32,2
16119.png,1.0_1.0,10,23,23,36,13,13,2
1612.png,3.0_10.0,12,64,66,122,58,54,2
16120.png,3.0_1.0,37,77,73,107,30,36,2
16121.png,2.0_4.0,3,40,50,101,61,47,2
16122.png,8.0_1.0_5.0,5,50,39,85,35,34,3
16123.png,3.0,5,28,37,44,16,32,1
16124.png,4.0_3.0_6.0,13,59,50,121,62,37,3
16125.png,5.0,2,22,14,30,8,12,1
16126.png,7.0_10.0_1.0,7,90,50,132,42,43,3
16127.png,2.0_2.0,3,40,48,95,55,45,2
16128.png,1.0_10.0_3.0,5,28,38,69,41,33,3
16129.png,2.0_9.0,6,67,82,136,69,76,2
1613.png,7.0_2.0,3,27,31,55,28,28,2
16130.png,1.0_10.0,2,23,22,48,25,20,2
16131.png,2.0_4.0_3.0,3,22,25,53,31,22,3
16132.png,7.0_8.0,5,55,64,100,45,59,2
16133.png,3.0_8.0,6,33,32,66,33,26,2
16134.png,2.0_8.0,1,13,17,31,18,16,2
16135.png,1.0,9,33,24,37,4,15,1
16136.png,1.0_1.0,12,39,38,55,16,26,2
16137.png,8.0_9.0,7,60,72,122,62,65,2
16138.png,7.0_5.0,3,28,26,47,19,23,2
16139.png,2.0_6.0,6,25,34,64,39,28,2
1614.png,1.0_1.0,5,23,26,37,14,21,2
16140.png,9.0_6.0,10,34,36,57,23,26,2
16141.png,3.0_1.0,2,17,18,29,12,16,2
16142.png,2.0,2,21,16,29,8,14,1
16143.png,2.0_3.0,6,38,36,82,44,30,2
16144.png,3.0_10.0_1.0,22,99,44,134,35,22,3
16145.png,1.0_8.0,8,39,44,67,28,36,2
16146.png,2.0_7.0_8.0,1,18,23,46,28,22,3
16147.png,4.0_3.0,5,33,40,65,32,35,2
16148.png,2.0_6.0,19,68,78,108,40,59,2
16149.png,4.0_8.0,2,22,30,53,31,28,2
1615.png,1.0_7.0_4.0,12,65,68,115,50,56,3
16150.png,1.0_9.0,6,26,27,42,16,21,2
16151.png,1.0_3.0_2.0,8,51,45,88,37,37,3
16152.png,1.0,3,45,47,65,20,44,1
16153.png,1.0_1.0_1.0,6,37,35,75,38,29,3
16154.png,1.0_10.0_8.0,12,52,50,90,38,38,3
16155.png,4.0_9.0,12,32,33,53,21,21,2
16156.png,4.0_9.0_1.0,13,9,73,90,81,60,3
16157.png,9.0_5.0,28,97,89,142,45,61,2
16158.png,8.0,5,33,33,47,14,28,1
16159.png,2.0_10.0_5.0_10.0,1,19,18,53,34,17,4
1616.png,7.0_9.0,2,18,22,37,19,20,2
16160.png,3.0_1.0,10,40,40,71,31,30,2
16161.png,7.0_3.0,9,48,54,80,32,45,2
16162.png,1.0_6.0_5.0,6,8,37,48,40,31,3
16163.png,1.0_5.0_10.0,34,66,69,115,49,35,3
16164.png,1.0_10.0_9.0,2,21,23,52,31,21,3
16165.png,3.0,7,16,32,31,15,25,1
16166.png,1.0_7.0_5.0,7,39,46,87,48,39,3
16167.png,1.0_1.0,2,57,69,101,44,67,2
16168.png,1.0,17,137,95,185,48,78,1
16169.png,5.0,4,58,76,112,54,72,1
1617.png,1.0_6.0_7.0,9,31,32,56,25,23,3
16170.png,1.0_10.0_8.0,3,36,43,100,64,40,3
16171.png,7.0_10.0,1,32,46,84,52,45,2
16172.png,7.0,7,39,47,57,18,40,1
16173.png,1.0_10.0_3.0,18,90,88,181,91,70,3
16174.png,7.0_6.0,1,15,17,31,16,16,2
16175.png,2.0_6.0_7.0,7,26,22,43,17,15,3
16176.png,7.0,3,12,18,23,11,15,1
16177.png,9.0_10.0,15,30,53,58,28,38,2
16178.png,2.0_6.0_10.0,10,37,31,71,34,21,3
16179.png,3.0_3.0,16,75,84,143,68,68,2
1618.png,1.0_2.0_9.0,13,73,40,108,35,27,3
16180.png,3.0,3,29,30,45,16,27,1
16181.png,1.0_3.0_10.0,6,27,28,51,24,22,3
16182.png,2.0_8.0_6.0,6,24,28,54,30,22,3
16183.png,3.0,4,27,24,36,9,20,1
16184.png,5.0_1.0,4,24,28,38,14,24,2
16185.png,1.0_8.0_4.0,8,45,31,80,35,23,3
16186.png,7.0_2.0,5,27,34,53,26,29,2
16187.png,2.0_4.0,5,41,46,83,42,41,2
16188.png,2.0_6.0_4.0,22,76,52,115,39,30,3
16189.png,7.0_6.0,3,17,20,38,21,17,2
1619.png,1.0_4.0,7,41,50,95,54,43,2
16190.png,7.0_9.0,1,10,14,23,13,13,2
16191.png,6.0_2.0,1,25,27,55,30,26,2
16192.png,4.0_6.0_2.0,8,32,36,65,33,28,3
16193.png,3.0_3.0,8,36,40,66,30,32,2
16194.png,2.0_10.0_10.0,1,23,28,44,21,27,3
16195.png,5.0_8.0,5,43,68,120,77,63,2
16196.png,6.0_10.0,52,96,79,123,27,27,2
16197.png,7.0,9,39,29,53,14,20,1
16198.png,9.0_8.0,5,21,25,45,24,20,2
16199.png,6.0_5.0,13,58,53,91,33,40,2
162.png,3.0,1,32,37,53,21,36,1
1620.png,7.0_4.0,1,16,17,35,19,16,2
16200.png,8.0_6.0,1,42,64,104,62,63,2
16201.png,2.0_5.0_3.0,4,30,39,69,39,35,3
16202.png,1.0_7.0_3.0,5,27,32,57,30,27,3
16203.png,1.0,6,32,26,38,6,20,1
16204.png,4.0_2.0_3.0,11,46,40,89,43,29,3
16205.png,2.0_8.0_6.0,6,49,40,79,30,34,3
16206.png,7.0_1.0,15,61,42,82,21,27,2
16207.png,2.0_10.0,7,111,167,264,153,160,2
16208.png,8.0_5.0,2,26,34,50,24,32,2
16209.png,8.0_10.0,7,51,51,98,47,44,2
1621.png,4.0_1.0,5,53,66,115,62,61,2
16210.png,4.0_7.0_6.0_10.0,11,36,32,74,38,21,4
16211.png,4.0,52,248,226,338,90,174,1
16212.png,2.0_2.0_2.0,101,163,141,196,33,40,3
16213.png,1.0_6.0_5.0,3,41,55,79,38,52,3
16214.png,8.0_2.0,9,50,66,101,51,57,2
16215.png,4.0_9.0,2,23,24,47,24,22,2
16216.png,2.0_1.0,3,13,18,27,14,15,2
16217.png,1.0_6.0,1,17,24,37,20,23,2
16218.png,2.0_4.0,6,27,27,47,20,21,2
16219.png,1.0_10.0_3.0,14,71,88,134,63,74,3
1622.png,5.0_8.0,6,41,43,75,34,37,2
16220.png,2.0_6.0,1,26,36,60,34,35,2
